Zip Code,City,Province,Country
22520,MONTROSS,Virginia,USA
22523,MORATTICO,Virginia,USA
22524,MOUNT HOLLY,Virginia,USA
22526,NINDE,Virginia,USA
22528,NUTTSVILLE,Virginia,USA
22529,OLDHAMS,Virginia,USA
22530,OPHELIA,Virginia,USA
22534,PARTLOW,Virginia,USA
22535,PORT ROYAL,Virginia,USA
22538,RAPPAHANNOCK ACADEMY,Virginia,USA
22538,RAPHANCK ACAD,Virginia,USA
22539,REEDVILLE,Virginia,USA
22542,RHOADESVILLE,Virginia,USA
22544,ROLLINS FORK,Virginia,USA
22545,RUBY,Virginia,USA
22546,RUTHER GLEN,Virginia,USA
22547,SEALSTON,Virginia,USA
22548,SHARPS,Virginia,USA
22551,SPOTSYLVANIA,Virginia,USA
22552,SPARTA,Virginia,USA
22553,SPOTSYLVANIA,Virginia,USA
22553,SNELL,Virginia,USA
22554,STAFFORD,Virginia,USA
22555,STAFFORD,Virginia,USA
22556,STAFFORD,Virginia,USA
22558,STRATFORD,Virginia,USA
22560,TAPPAHANNOCK,Virginia,USA
22565,THORNBURG,Virginia,USA
22567,UNIONVILLE,Virginia,USA
22570,VILLAGE,Virginia,USA
22572,FONESWOOD,Virginia,USA
22572,WARSAW,Virginia,USA
22576,WEEMS,Virginia,USA
22577,SANDY POINT,Virginia,USA
22578,WHITE STONE,Virginia,USA
22579,WICOMICO CHURCH,Virginia,USA
22579,WICOMICO CHUR,Virginia,USA
22580,WOODFORD,Virginia,USA
22581,ZACATA,Virginia,USA
22601,WINCHESTER,Virginia,USA
22602,WINCHESTER,Virginia,USA
22603,WINCHESTER,Virginia,USA
22603,HAYFIELD,Virginia,USA
22604,WINCHESTER,Virginia,USA
22610,BENTONVILLE,Virginia,USA
22610,BROWNTOWN,Virginia,USA
22611,BERRYVILLE,Virginia,USA
22611,MOUNT WEATHER,Virginia,USA
22620,BOYCE,Virginia,USA
22622,BRUCETOWN,Virginia,USA
22623,CHESTER GAP,Virginia,USA
22624,CLEAR BROOK,Virginia,USA
22625,CROSS JUNCTION,Virginia,USA
22625,CROSS JCT,Virginia,USA
22625,WHITACRE,Virginia,USA
22626,FISHERS HILL,Virginia,USA
22627,FLINT HILL,Virginia,USA
22627,HUNTLY,Virginia,USA
22630,LK FREDERICK,Virginia,USA
22630,FRONT ROYAL,Virginia,USA
22630,LAKE FREDERICK,Virginia,USA
22630,RIVERTON,Virginia,USA
22637,GORE,Virginia,USA
22639,HUME,Virginia,USA
22640,HUNTLY,Virginia,USA
22641,STRASBURG,Virginia,USA
22641,LEBANON CH,Virginia,USA
22641,LEBANON CHURCH,Virginia,USA
22642,LINDEN,Virginia,USA
22643,MARKHAM,Virginia,USA
22644,MAURERTOWN,Virginia,USA
22645,MIDDLETOWN,Virginia,USA
22646,MILLWOOD,Virginia,USA
22649,MIDDLETOWN,Virginia,USA
22649,RELIANCE,Virginia,USA
22650,RILEYVILLE,Virginia,USA
22652,FORT VALLEY,Virginia,USA
22652,SAINT DAVIDS CHURCH,Virginia,USA
22652,SEVEN FOUNTAINS,Virginia,USA
22652,ST DAVIDS CH,Virginia,USA
22652,SEVEN FOUNTNS,Virginia,USA
22654,STAR TANNERY,Virginia,USA
22655,STEPHENS CITY,Virginia,USA
22656,STEPHENSON,Virginia,USA
22657,STRASBURG,Virginia,USA
22660,TOMS BROOK,Virginia,USA
22663,WHITE POST,Virginia,USA
22664,WOODSTOCK,Virginia,USA
22701,WINSTON,Virginia,USA
22701,CULPEPER,Virginia,USA
22701,RACCOON FORD,Virginia,USA
22709,ARODA,Virginia,USA
22711,BANCO,Virginia,USA
22712,MORRISVILLE,Virginia,USA
22712,BEALETON,Virginia,USA
22713,BOSTON,Virginia,USA
22714,BRANDY STA,Virginia,USA
22714,BRANDY STATION,Virginia,USA
22715,BRIGHTWOOD,Virginia,USA
22716,CASTLETON,Virginia,USA
22718,ELKWOOD,Virginia,USA
22719,ETLAN,Virginia,USA
22719,MADISON,Virginia,USA
22720,GOLDVEIN,Virginia,USA
22722,HAYWOOD,Virginia,USA
22723,HOOD,Virginia,USA
22724,JEFFERSONTON,Virginia,USA
22725,LEON,Virginia,USA
22726,LIGNUM,Virginia,USA
22727,GRAVES MILL,Virginia,USA
22727,MADISON,Virginia,USA
22727,BANCO,Virginia,USA
22727,ETLAN,Virginia,USA
22728,MIDLAND,Virginia,USA
22729,MITCHELLS,Virginia,USA
22730,OAKPARK,Virginia,USA
22731,PRATTS,Virginia,USA
22732,RADIANT,Virginia,USA
22733,RAPIDAN,Virginia,USA
22734,REMINGTON,Virginia,USA
22735,REVA,Virginia,USA
22736,RICHARDSVILLE,Virginia,USA
22737,RIXEYVILLE,Virginia,USA
22738,ROCHELLE,Virginia,USA
22738,UNO,Virginia,USA
22739,SOMERVILLE,Virginia,USA
22740,SPERRYVILLE,Virginia,USA
22741,STEVENSBURG,Virginia,USA
22742,SUMERDUCK,Virginia,USA
22743,SYRIA,Virginia,USA
22746,VIEWTOWN,Virginia,USA
22747,WASHINGTON,Virginia,USA
22748,WOLFTOWN,Virginia,USA
22749,WOODVILLE,Virginia,USA
22801,HARRISONBURG,Virginia,USA
22801,ROCKINGHAM,Virginia,USA
22802,HARRISONBURG,Virginia,USA
22802,ROCKINGHAM,Virginia,USA
22803,HARRISONBURG,Virginia,USA
22807,HARRISONBURG,Virginia,USA
22810,BASYE,Virginia,USA
22811,BERGTON,Virginia,USA
22812,BRIDGEWATER,Virginia,USA
22815,BROADWAY,Virginia,USA
22820,CRIDERS,Virginia,USA
22821,DAYTON,Virginia,USA
22821,MONTEZUMA,Virginia,USA
22824,EDINBURG,Virginia,USA
22827,ELKTON,Virginia,USA
22830,FULKS RUN,Virginia,USA
22831,HINTON,Virginia,USA
22832,KEEZLETOWN,Virginia,USA
22833,LACEY SPRING,Virginia,USA
22834,LINVILLE,Virginia,USA
22835,LURAY,Virginia,USA
22840,MC GAHEYSVILLE,Virginia,USA
22840,MCGAHEYSVILLE,Virginia,USA
22840,MASSANUTTEN,Virginia,USA
22841,MT CRAWFORD,Virginia,USA
22841,MOUNT CRAWFORD,Virginia,USA
22842,MOUNT JACKSON,Virginia,USA
22843,MOUNT SOLON,Virginia,USA
22844,NEW MARKET,Virginia,USA
22845,ORKNEY SPRINGS,Virginia,USA
22845,ORKNEY SPGS,Virginia,USA
22846,PENN LAIRD,Virginia,USA
22847,SHENANDOAH CAVERNS,Virginia,USA
22847,QUICKSBURG,Virginia,USA
22847,SHENDOAH CVRN,Virginia,USA
22848,PLEASANT VALLEY,Virginia,USA
22848,PLEASANT VLY,Virginia,USA
22849,SHENANDOAH,Virginia,USA
22850,SINGERS GLEN,Virginia,USA
22851,STANLEY,Virginia,USA
22853,TIMBERVILLE,Virginia,USA
22901,CHARLOTTESVLE,Virginia,USA
22901,CHARLOTTESVILLE,Virginia,USA
22902,CHARLOTTESVLE,Virginia,USA
22902,CHARLOTTESVILLE,Virginia,USA
22902,MONTICELLO,Virginia,USA
22903,CHARLOTTESVLE,Virginia,USA
22903,CHARLOTTESVILLE,Virginia,USA
22903,UNIVERSITY,Virginia,USA
22904,CHARLOTTESVLE,Virginia,USA
22904,CHARLOTTESVILLE,Virginia,USA
22905,CHARLOTTESVLE,Virginia,USA
22905,CHARLOTTESVILLE,Virginia,USA
22906,CHARLOTTESVILLE,Virginia,USA
22906,CHARLOTTESVLE,Virginia,USA
22907,CHARLOTTESVLE,Virginia,USA
22907,CHARLOTTESVILLE,Virginia,USA
22908,CHARLOTTESVLE,Virginia,USA
22908,CHARLOTTESVILLE,Virginia,USA
22909,CHARLOTTESVILLE,Virginia,USA
22909,CHARLOTTESVLE,Virginia,USA
22910,CHARLOTTESVLE,Virginia,USA
22910,CHARLOTTESVILLE,Virginia,USA
22911,CHARLOTTESVILLE,Virginia,USA
22911,CHARLOTTESVLE,Virginia,USA
22920,AFTON,Virginia,USA
22922,TYE RIVER,Virginia,USA
22922,ARRINGTON,Virginia,USA
22922,LOWESVILLE,Virginia,USA
22923,BURNLEYS,Virginia,USA
22923,BARBOURSVILLE,Virginia,USA
22923,EHEART,Virginia,USA
22924,BATESVILLE,Virginia,USA
22931,COVESVILLE,Virginia,USA
22932,YANCEY MILLS,Virginia,USA
22932,CROZET,Virginia,USA
22935,BOONESVILLE,Virginia,USA
22935,ST GEORGE,Virginia,USA
22935,NORTONSVILLE,Virginia,USA
22935,DYKE,Virginia,USA
22936,EARLYSVILLE,Virginia,USA
22937,ESMONT,Virginia,USA
22938,FABER,Virginia,USA
22939,FISHERSVILLE,Virginia,USA
22940,FREE UNION,Virginia,USA
22940,MISSION HOME,Virginia,USA
22942,ZION CROSSRDS,Virginia,USA
22942,ZION CROSSROADS,Virginia,USA
22942,GORDONSVILLE,Virginia,USA
22943,GREENWOOD,Virginia,USA
22945,IVY,Virginia,USA
22946,KEENE,Virginia,USA
22947,BOYD TAVERN,Virginia,USA
22947,CAMPBELL,Virginia,USA
22947,COBHAM,Virginia,USA
22947,KESWICK,Virginia,USA
22947,CISMONT,Virginia,USA
22947,SHADWELL,Virginia,USA
22948,LOCUST DALE,Virginia,USA
22949,LOVINGSTON,Virginia,USA
22952,LYNDHURST,Virginia,USA
22952,SHERANDO,Virginia,USA
22957,MONTPELIER STATION,Virginia,USA
22957,MNTPELIER STA,Virginia,USA
22958,NELLYSFORD,Virginia,USA
22959,NORTH GARDEN,Virginia,USA
22960,MADISON MILLS,Virginia,USA
22960,ORANGE,Virginia,USA
22960,NASONS,Virginia,USA
22960,MONTFORD,Virginia,USA
22960,THORNHILL,Virginia,USA
22963,CUNNINGHAM,Virginia,USA
22963,WILDWOOD,Virginia,USA
22963,WILMINGTON,Virginia,USA
22963,BYBEE,Virginia,USA
22963,PALMYRA,Virginia,USA
22964,PINEY RIVER,Virginia,USA
22965,QUINQUE,Virginia,USA
22967,MASSIES MILL,Virginia,USA
22967,LOWESVILLE,Virginia,USA
22967,WINTERGRN RST,Virginia,USA
22967,WINTERGREEN RESORT,Virginia,USA
22967,ROSELAND,Virginia,USA
22968,ADVANCE MILLS,Virginia,USA
22968,RUCKERSVILLE,Virginia,USA
22969,SCHUYLER,Virginia,USA
22971,ROCKFISH,Virginia,USA
22971,SHIPMAN,Virginia,USA
22972,SOMERSET,Virginia,USA
22973,STANARDSVILLE,Virginia,USA
22974,TROY,Virginia,USA
22976,ROSELAND,Virginia,USA
22976,TYRO,Virginia,USA
22980,WAYNESBORO,Virginia,USA
22987,WHITE HALL,Virginia,USA
22989,WOODBERRY FOR,Virginia,USA
22989,WOODBERRY FOREST,Virginia,USA
23001,ACHILLES,Virginia,USA
23002,AMELIA COURT HOUSE,Virginia,USA
23002,AMELIA CT HSE,Virginia,USA
23003,ARK,Virginia,USA
23004,ARVONIA,Virginia,USA
23005,ASHLAND,Virginia,USA
23009,AYLETT,Virginia,USA
23011,BARHAMSVILLE,Virginia,USA
23014,BEAUMONT,Virginia,USA
23015,BEAVERDAM,Virginia,USA
23018,BENA,Virginia,USA
23021,BOHANNON,Virginia,USA
23022,BREMO BLUFF,Virginia,USA
23023,BRUINGTON,Virginia,USA
23024,BUMPASS,Virginia,USA
23025,CARDINAL,Virginia,USA
23025,MILES,Virginia,USA
23027,TAMWORTH,Virginia,USA
23027,CARTERSVILLE,Virginia,USA
23030,CHARLES CITY,Virginia,USA
23031,CHRISTCHURCH,Virginia,USA
23032,CHURCH VIEW,Virginia,USA
23035,COBBS CREEK,Virginia,USA
23035,BLAKES,Virginia,USA
23038,COLUMBIA,Virginia,USA
23039,CROZIER,Virginia,USA
23040,CUMBERLAND,Virginia,USA
23043,DELTAVILLE,Virginia,USA
23045,DIGGS,Virginia,USA
23047,DOSWELL,Virginia,USA
23050,DUTTON,Virginia,USA
23055,FORK UNION,Virginia,USA
23056,MOBJACK,Virginia,USA
23056,FOSTER,Virginia,USA
23058,GLEN ALLEN,Virginia,USA
23059,GLEN ALLEN,Virginia,USA
23060,GLEN ALLEN,Virginia,USA
23061,BELLAMY,Virginia,USA
23061,NAXERA,Virginia,USA
23061,GLOUCESTER,Virginia,USA
23061,PINERO,Virginia,USA
23061,ZANONI,Virginia,USA
23062,GLOU POINT,Virginia,USA
23062,GLOUCESTER PT,Virginia,USA
23062,GLOUCESTER POINT,Virginia,USA
23063,GOOCHLAND,Virginia,USA
23063,FIFE,Virginia,USA
23064,GRIMSTEAD,Virginia,USA
23065,GUM SPRING,Virginia,USA
23066,GWYNN,Virginia,USA
23067,HADENSVILLE,Virginia,USA
23068,HALLIEFORD,Virginia,USA
23069,HANOVER,Virginia,USA
23069,MANGOHICK,Virginia,USA
23070,HARDYVILLE,Virginia,USA
23071,HARTFIELD,Virginia,USA
23072,HAYES,Virginia,USA
23075,HENRICO,Virginia,USA
23075,HIGHLAND SPGS,Virginia,USA
23075,HIGHLAND SPRINGS,Virginia,USA
23076,HUDGINS,Virginia,USA
23076,REDART,Virginia,USA
23079,JAMAICA,Virginia,USA
23081,JAMESTOWN,Virginia,USA
23081,WILLIAMSBURG,Virginia,USA
23083,JETERSVILLE,Virginia,USA
23084,KENTS STORE,Virginia,USA
23085,KING AND QUEEN COURT HOUSE,Virginia,USA
23085,KING QUEEN CH,Virginia,USA
23086,KING WILLIAM,Virginia,USA
23089,LANEXA,Virginia,USA
23090,LIGHTFOOT,Virginia,USA
23091,LITTLE PLYMTH,Virginia,USA
23091,LITTLE PLYMOUTH,Virginia,USA
23092,LOCUST HILL,Virginia,USA
23093,LOUISA,Virginia,USA
23102,MAIDENS,Virginia,USA
23102,DABNEYS,Virginia,USA
23103,MANAKIN SABOT,Virginia,USA
23105,MANNBORO,Virginia,USA
23106,MANQUIN,Virginia,USA
23107,MARYUS,Virginia,USA
23108,MASCOT,Virginia,USA
23109,BEAVERLETT,Virginia,USA
23109,MATHEWS,Virginia,USA
23110,MATTAPONI,Virginia,USA
23111,MECHANICSVLLE,Virginia,USA
23111,MECHANICSVILLE,Virginia,USA
23112,MIDLOTHIAN,Virginia,USA
23113,MIDLOTHIAN,Virginia,USA
23114,MIDLOTHIAN,Virginia,USA
23115,MILLERS TAVERN,Virginia,USA
23115,MILLERS TAVRN,Virginia,USA
23116,MECHANICSVLLE,Virginia,USA
23116,MECHANICSVILLE,Virginia,USA
23117,MINERAL,Virginia,USA
23119,MOON,Virginia,USA
23120,MOSELEY,Virginia,USA
23123,NEW CANTON,Virginia,USA
23124,NEW KENT,Virginia,USA
23125,NEW POINT,Virginia,USA
23126,NEWTOWN,Virginia,USA
23127,NORGE,Virginia,USA
23128,JAMES STORE,Virginia,USA
23128,NORTH,Virginia,USA
23129,OILVILLE,Virginia,USA
23130,ONEMO,Virginia,USA
23131,ORDINARY,Virginia,USA
23138,PEARY,Virginia,USA
23138,PORT HAYWOOD,Virginia,USA
23138,BAVON,Virginia,USA
23139,MACON,Virginia,USA
23139,POWHATAN,Virginia,USA
23140,PROVIDENCE FORGE,Virginia,USA
23140,PROVDENCE FRG,Virginia,USA
23141,QUINTON,Virginia,USA
23146,ROCKVILLE,Virginia,USA
23147,RUTHVILLE,Virginia,USA
23148,CAUTHORNVILLE,Virginia,USA
23148,ST STEPHNS CH,Virginia,USA
23148,SAINT STEPHENS CHURCH,Virginia,USA
23148,INDIAN NECK,Virginia,USA
23148,ST STEPHENS CHURCH,Virginia,USA
23149,SALUDA,Virginia,USA
23150,SANDSTON,Virginia,USA
23153,SANDY HOOK,Virginia,USA
23154,SCHLEY,Virginia,USA
23155,SEVERN,Virginia,USA
23156,SHACKLEFORDS,Virginia,USA
23156,PLAIN VIEW,Virginia,USA
23160,STATE FARM,Virginia,USA
23161,STEVENSVILLE,Virginia,USA
23162,STUDLEY,Virginia,USA
23163,SHADOW,Virginia,USA
23163,SUSAN,Virginia,USA
23168,TOANO,Virginia,USA
23169,SYRINGA,Virginia,USA
23169,TOPPING,Virginia,USA
23170,TREVILIANS,Virginia,USA
23173,RICHMOND,Virginia,USA
23175,URBANNA,Virginia,USA
23175,WARNER,Virginia,USA
23176,WAKE,Virginia,USA
23177,WALKERTON,Virginia,USA
23178,WARE NECK,Virginia,USA
23180,WATER VIEW,Virginia,USA
23181,COLOGNE,Virginia,USA
23181,WEST POINT,Virginia,USA
23183,WHITE MARSH,Virginia,USA
23184,WICOMICO,Virginia,USA
23185,WILLIAMSBURG,Virginia,USA
23186,WILLIAMSBURG,Virginia,USA
23187,WILLIAMSBURG,Virginia,USA
23188,WILLIAMSBURG,Virginia,USA
23190,WOODS CRS RDS,Virginia,USA
23190,WOODS CROSS ROADS,Virginia,USA
23192,MONTPELIER,Virginia,USA
23218,RICHMOND,Virginia,USA
23219,RICHMOND,Virginia,USA
23220,RICHMOND,Virginia,USA
23221,RICHMOND,Virginia,USA
23222,RICHMOND,Virginia,USA
23223,RICHMOND,Virginia,USA
23224,NORTH CHESTERFIELD,Virginia,USA
23224,N CHESTERFLD,Virginia,USA
23224,RICHMOND,Virginia,USA
23225,NORTH CHESTERFIELD,Virginia,USA
23225,RICHMOND,Virginia,USA
23225,N CHESTERFLD,Virginia,USA
23226,RICHMOND,Virginia,USA
23227,RICHMOND,Virginia,USA
23228,HENRICO,Virginia,USA
23228,RICHMOND,Virginia,USA
23229,REGENCY,Virginia,USA
23229,HENRICO,Virginia,USA
23229,RICHMOND,Virginia,USA
23230,RICHMOND,Virginia,USA
23231,RICHMOND,Virginia,USA
23231,HENRICO,Virginia,USA
23232,RICHMOND,Virginia,USA
23233,RICHMOND,Virginia,USA
23233,RIDGE,Virginia,USA
23233,HENRICO,Virginia,USA
23234,NORTH CHESTERFIELD,Virginia,USA
23234,AMPTHILL,Virginia,USA
23234,RICHMOND,Virginia,USA
23234,N CHESTERFLD,Virginia,USA
23235,BON AIR,Virginia,USA
23235,NORTH CHESTERFIELD,Virginia,USA
23235,N CHESTERFLD,Virginia,USA
23235,RICHMOND,Virginia,USA
23236,N CHESTERFLD,Virginia,USA
23236,NORTH CHESTERFIELD,Virginia,USA
23236,RICHMOND,Virginia,USA
23237,N CHESTERFLD,Virginia,USA
23237,NORTH CHESTERFIELD,Virginia,USA
23237,RICHMOND,Virginia,USA
23238,HENRICO,Virginia,USA
23238,RICHMOND,Virginia,USA
23241,RICHMOND,Virginia,USA
23242,RICHMOND,Virginia,USA
23242,HENRICO,Virginia,USA
23249,RICHMOND,Virginia,USA
23250,RICHMOND,Virginia,USA
23250,HENRICO,Virginia,USA
23250,RICH INT AP,Virginia,USA
23250,RICHMOND INT AIRPORT,Virginia,USA
23255,HENRICO,Virginia,USA
23255,RICHMOND,Virginia,USA
23260,RICHMOND,Virginia,USA
23261,RICHMOND,Virginia,USA
23269,RICHMOND,Virginia,USA
23273,RICHMOND,Virginia,USA
23273,HENRICO,Virginia,USA
23274,RICHMOND,Virginia,USA
23276,RICHMOND,Virginia,USA
23278,RICHMOND,Virginia,USA
23279,RICHMOND,Virginia,USA
23282,RICHMOND,Virginia,USA
23284,RICHMOND,Virginia,USA
23285,RICHMOND,Virginia,USA
23286,RICHMOND,Virginia,USA
23288,HENRICO,Virginia,USA
23288,RICHMOND,Virginia,USA
23289,RICHMOND,Virginia,USA
23290,RICHMOND,Virginia,USA
23291,RICHMOND,Virginia,USA
23292,RICHMOND,Virginia,USA
23293,RICHMOND,Virginia,USA
23294,HENRICO,Virginia,USA
23294,RICHMOND,Virginia,USA
23295,RICHMOND,Virginia,USA
23297,RICHMOND,Virginia,USA
23298,RICHMOND,Virginia,USA
23301,ACCOMAC,Virginia,USA
23302,ASSAWOMAN,Virginia,USA
23303,ATLANTIC,Virginia,USA
23304,BATTERY PARK,Virginia,USA
23306,BELLE HAVEN,Virginia,USA
23307,BIRDSNEST,Virginia,USA
23308,BLOXOM,Virginia,USA
23310,CAPE CHARLES,Virginia,USA
23313,CAPEVILLE,Virginia,USA
23314,CARROLLTON,Virginia,USA
23315,WALTERS,Virginia,USA
23315,CARRSVILLE,Virginia,USA
23316,CHERITON,Virginia,USA
23320,CHESAPEAKE,Virginia,USA
23321,CHESAPEAKE,Virginia,USA
23322,CHESAPEAKE,Virginia,USA
23323,CHESAPEAKE,Virginia,USA
23324,CHESAPEAKE,Virginia,USA
23324,SOUTH NORFOLK,Virginia,USA
23325,CHESAPEAKE,Virginia,USA
23326,CHESAPEAKE,Virginia,USA
23327,CHESAPEAKE,Virginia,USA
23328,CHESAPEAKE,Virginia,USA
23336,CHINCOTEAGUE,Virginia,USA
23336,CHINCOTEAGUE ISLAND,Virginia,USA
23337,CHINCOTEAGUE,Virginia,USA
23337,WALLOPS IS,Virginia,USA
23337,CHINCOTEAGUE ISLAND,Virginia,USA
23337,WALLOPS ISLAND,Virginia,USA
23341,CRADDOCKVILLE,Virginia,USA
23345,DAVIS WHARF,Virginia,USA
23347,EASTVILLE,Virginia,USA
23350,EXMORE,Virginia,USA
23354,FRANKTOWN,Virginia,USA
23356,GREENBACKVILE,Virginia,USA
23356,GREENBACKVILLE,Virginia,USA
23357,GREENBUSH,Virginia,USA
23358,HACKS NECK,Virginia,USA
23358,HACKSNECK,Virginia,USA
23359,HALLWOOD,Virginia,USA
23389,HARBORTON,Virginia,USA
23395,HORNTOWN,Virginia,USA
23396,OAK HALL,Virginia,USA
23397,ISLE OF WIGHT,Virginia,USA
23398,JAMESVILLE,Virginia,USA
23399,JENKINS BRG,Virginia,USA
23399,JENKINS BRIDGE,Virginia,USA
23401,KELLER,Virginia,USA
23404,LOCUSTVILLE,Virginia,USA
23405,MACHIPONGO,Virginia,USA
23407,MAPPSVILLE,Virginia,USA
23408,MARIONVILLE,Virginia,USA
23409,MEARS,Virginia,USA
23410,MELFA,Virginia,USA
23412,MODEST TOWN,Virginia,USA
23413,NASSAWADOX,Virginia,USA
23413,WEIRWOOD,Virginia,USA
23414,NELSONIA,Virginia,USA
23415,NEW CHURCH,Virginia,USA
23416,OAK HALL,Virginia,USA
23417,ONANCOCK,Virginia,USA
23418,ONLEY,Virginia,USA
23419,OYSTER,Virginia,USA
23420,PAINTER,Virginia,USA
23421,LEE MONT,Virginia,USA
23421,PARKSLEY,Virginia,USA
23422,PUNGOTEAGUE,Virginia,USA
23423,QUINBY,Virginia,USA
23424,RESCUE,Virginia,USA
23426,SANFORD,Virginia,USA
23427,SAXIS,Virginia,USA
23429,SEAVIEW,Virginia,USA
23430,SMITHFIELD,Virginia,USA
23431,SMITHFIELD,Virginia,USA
23432,SUFFOLK,Virginia,USA
23433,SUFFOLK,Virginia,USA
23434,SUFFOLK,Virginia,USA
23435,SUFFOLK,Virginia,USA
23436,SUFFOLK,Virginia,USA
23437,SUFFOLK,Virginia,USA
23438,SUFFOLK,Virginia,USA
23439,SUFFOLK,Virginia,USA
23440,TANGIER,Virginia,USA
23441,TASLEY,Virginia,USA
23442,TEMPERANCEVILLE,Virginia,USA
23442,TEMPERANCEVLE,Virginia,USA
23443,TOWNSEND,Virginia,USA
23450,VAB,Virginia,USA
23450,VIRGINIA BEACH,Virginia,USA
23450,VA BEACH,Virginia,USA
23450,VIRGINIA BCH,Virginia,USA
23450,VA BCH,Virginia,USA
23451,VIRGINIA BEACH,Virginia,USA
23451,VIRGINIA BCH,Virginia,USA
23451,VA BEACH,Virginia,USA
23451,VA BCH,Virginia,USA
23451,VAB,Virginia,USA
23452,VA BEACH,Virginia,USA
23452,VA BCH,Virginia,USA
23452,VAB,Virginia,USA
23452,VIRGINIA BCH,Virginia,USA
23452,VIRGINIA BEACH,Virginia,USA
23453,VIRGINIA BCH,Virginia,USA
23453,VIRGINIA BEACH,Virginia,USA
23454,VIRGINIA BCH,Virginia,USA
23454,VIRGINIA BEACH,Virginia,USA
23455,VIRGINIA BCH,Virginia,USA
23455,VIRGINIA BEACH,Virginia,USA
23456,VIRGINIA BEACH,Virginia,USA
23456,PRINCESS ANNE,Virginia,USA
23456,VA BCH,Virginia,USA
23456,VIRGINIA BCH,Virginia,USA
23456,VA BEACH,Virginia,USA
23457,VIRGINIA BEACH,Virginia,USA
23457,VAB,Virginia,USA
23457,VA BEACH,Virginia,USA
23457,VA BCH,Virginia,USA
23457,VIRGINIA BCH,Virginia,USA
23458,VIRGINIA BEACH,Virginia,USA
23458,VIRGINIA BCH,Virginia,USA
23459,VIRGINIA BCH,Virginia,USA
23459,FORT STORY,Virginia,USA
23459,VIRGINIA BEACH,Virginia,USA
23460,VIRGINIA BCH,Virginia,USA
23460,VIRGINIA BEACH,Virginia,USA
23461,VIRGINIA BEACH,Virginia,USA
23461,VIRGINIA BCH,Virginia,USA
23462,VA BEACH,Virginia,USA
23462,VIRGINIA BEACH,Virginia,USA
23462,VAB,Virginia,USA
23462,VIRGINIA BCH,Virginia,USA
23462,VA BCH,Virginia,USA
23463,VIRGINIA BCH,Virginia,USA
23463,VIRGINIA BEACH,Virginia,USA
23464,VA BEACH,Virginia,USA
23464,VIRGINIA BEACH,Virginia,USA
23464,VA BCH,Virginia,USA
23464,VIRGINIA BCH,Virginia,USA
23464,VAB,Virginia,USA
23465,VIRGINIA BCH,Virginia,USA
23465,VIRGINIA BEACH,Virginia,USA
23466,VIRGINIA BCH,Virginia,USA
23466,VIRGINIA BEACH,Virginia,USA
23467,VIRGINIA BEACH,Virginia,USA
23467,VIRGINIA BCH,Virginia,USA
23471,VIRGINIA BCH,Virginia,USA
23471,VIRGINIA BEACH,Virginia,USA
23479,VIRGINIA BCH,Virginia,USA
23479,VIRGINIA BEACH,Virginia,USA
23480,WACHAPREAGUE,Virginia,USA
23482,WARDTOWN,Virginia,USA
23483,WATTSVILLE,Virginia,USA
23486,WILLIS WHARF,Virginia,USA
23487,WINDSOR,Virginia,USA
23488,WITHAMS,Virginia,USA
23501,NORFOLK,Virginia,USA
23502,NORFOLK,Virginia,USA
23503,NORFOLK,Virginia,USA
23504,NORFOLK,Virginia,USA
23505,NORFOLK,Virginia,USA
23506,NORFOLK,Virginia,USA
23507,NORFOLK,Virginia,USA
23508,NORFOLK,Virginia,USA
23509,NORFOLK,Virginia,USA
23510,NORFOLK,Virginia,USA
23511,NORFOLK,Virginia,USA
23511,NAVAL BASE,Virginia,USA
23511,FLEET,Virginia,USA
23513,NORFOLK,Virginia,USA
23514,NORFOLK,Virginia,USA
23515,NORFOLK,Virginia,USA
23517,NORFOLK,Virginia,USA
23518,NORFOLK,Virginia,USA
23519,NORFOLK,Virginia,USA
23523,NORFOLK,Virginia,USA
23529,NORFOLK,Virginia,USA
23541,NORFOLK,Virginia,USA
23551,NORFOLK,Virginia,USA
23601,NEWPORT NEWS,Virginia,USA
23602,NEWPORT NEWS,Virginia,USA
23603,NEWPORT NEWS,Virginia,USA
23604,NEWPORT NEWS,Virginia,USA
23604,FORT EUSTIS,Virginia,USA
23605,NEWPORT NEWS,Virginia,USA
23605,HAMPTON,Virginia,USA
23606,NEWPORT NEWS,Virginia,USA
23607,NEWPORT NEWS,Virginia,USA
23608,NEWPORT NEWS,Virginia,USA
23609,NEWPORT NEWS,Virginia,USA
23612,NEWPORT NEWS,Virginia,USA
23628,NEWPORT NEWS,Virginia,USA
23630,HAMPTON,Virginia,USA
23651,FORT MONROE,Virginia,USA
23651,HAMPTON,Virginia,USA
23661,HAMPTON,Virginia,USA
23662,HAMPTON,Virginia,USA
23662,POQUOSON,Virginia,USA
23663,HAMPTON,Virginia,USA
23664,HAMPTON,Virginia,USA
23665,HAMPTON,Virginia,USA
23665,LANGLEY AFB,Virginia,USA
23666,HAMPTON,Virginia,USA
23667,HAMPTON,Virginia,USA
23668,HAMPTON,Virginia,USA
23669,HAMPTON,Virginia,USA
23670,HAMPTON,Virginia,USA
23681,HAMPTON,Virginia,USA
23690,YORKTOWN,Virginia,USA
23691,NAVAL WEAPONS STATION,Virginia,USA
23691,NAV WPNS STA,Virginia,USA
